Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2019,PHI,NL,P,16,3,41.2,9,5,2,2,0,,.778
2020,PHI,NL,P,3,0,3.2,0,0,0,0,0,,.000
2021,OAK,AL,P,32,32,178.1,27,6,20,1,2,,.963
2022,OAK,AL,P,30,30,181.0,16,6,9,1,2,,.938
4 Seasons,2 Teams,,P,81,65,404.2,52,17,31,4,4,,.923
