Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Oakland Athletics,MLB,No Outs,,,,30,,,64.1,266,65,,,12,11,37,1.18
Oakland Athletics,MLB,One Out,,,,30,,,62.0,244,56,,,6,13,46,1.11
Oakland Athletics,MLB,Two Outs,,,,30,,,54.1,231,53,,,7,12,45,1.20
