BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,3,0,0,1,0,1,0,.260,.742
JudgeCF,3,0,0,0,1,1,1,.311,1.058
GonzalezLF,0,0,0,0,0,0,0,.246,.627
Rizzo1B,4,0,1,0,0,2,1,.214,.796
StantonRF,3,0,0,0,1,0,2,.274,.851
DonaldsonDH,3,0,1,0,1,1,1,.230,.733
Torres2B,3,0,0,0,1,1,4,.243,.753
"Hicks, ALF-CF",3,1,2,0,0,0,1,.232,.618
Kiner-FalefaSS,3,0,0,0,0,0,2,.267,.629
HigashiokaC,3,0,1,0,0,1,0,.159,.427
,28,1,5,1,4,7,12,,
