BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,3,0,0,1,0,1,1,.271,.762
JudgeCF,2,1,1,1,2,0,0,.294,1.057
BenintendiLF,4,0,1,0,0,0,4,.304,.767
StantonDH,4,0,0,0,0,2,1,.223,.783
Torres2B,4,0,0,0,0,1,1,.242,.715
Rizzo1B,4,1,1,1,0,1,0,.223,.821
TrevinoC,4,0,0,0,0,1,0,.267,.726
Kiner-FalefaSS,2,1,1,0,1,1,0,.264,.631
a-DonaldsonPH,1,0,1,0,0,0,0,.224,.697
1-LocastroPR,0,0,0,0,0,0,0,.176,.596
"Cabrera, ORF",4,0,1,0,0,2,2,.261,.676
,32,3,6,3,3,9,9,,
