BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,3,0,0,0,1,1,1,.208,.843
Hoskins1B,4,0,0,0,0,0,2,.183,.734
RealmutoC,4,0,0,0,0,3,1,.228,.706
HarperDH,2,0,0,0,1,2,0,.368,1.199
"Castellanos, NRF",3,0,0,0,0,3,1,.211,.531
Bohm3B,3,0,0,0,0,3,1,.196,.629
StottSS,3,0,0,0,0,1,1,.150,.511
Segura2B,3,0,0,0,0,0,0,.204,.490
MarshCF,2,0,0,0,1,1,0,.194,.700
,27,0,0,0,3,14,7,,
