PITCHERS - SF,IP,H,R,ER,BB,SO,HR,ERA
"Cobb(W, 6-6)",7.0,6,0,0,0,7,0,3.48
"Littell(H, 5)",0.2,3,2,2,1,0,0,5.08
"Alexander(S, 1)",1.1,1,0,0,0,0,0,2.08
,9.0,10,2,2,1,7,0,
