Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Dodgers,MLB,First Inning,161,150,21,37,7,0,4,14,11,37,4,0,0,.247,.298,.373,.671
Los Angeles Dodgers,MLB,Second Inning,31,28,4,10,3,0,1,13,1,6,0,0,0,.357,.355,.571,.926
Los Angeles Dodgers,MLB,Third Inning,99,92,16,30,2,2,5,13,5,17,5,2,0,.326,.354,.554,.908
Los Angeles Dodgers,MLB,Fourth Inning,71,66,7,20,6,0,0,10,4,10,2,0,1,.303,.352,.394,.746
Los Angeles Dodgers,MLB,Fifth Inning,74,69,9,18,3,0,3,12,4,14,5,1,1,.261,.311,.435,.746
Los Angeles Dodgers,MLB,Sixth Inning,77,71,14,24,9,2,3,11,5,14,1,0,1,.338,.390,.648,1.038
Los Angeles Dodgers,MLB,Seventh Inning,86,76,13,23,3,0,2,9,9,12,6,0,0,.303,.376,.421,.797
Los Angeles Dodgers,MLB,Eighth Inning,63,58,10,17,5,0,0,11,4,14,1,0,0,.293,.333,.379,.712
Los Angeles Dodgers,MLB,Ninth Inning,36,33,4,10,1,0,3,4,2,5,1,0,0,.303,.333,.606,.939
Los Angeles Dodgers,MLB,Extra Innings,10,9,3,5,0,0,0,3,0,2,2,0,0,.556,.556,.556,1.112
