Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,18.6,1,2.0,-1,5,3,0,0.0
2017,,19.8,6,4.3,2,4,1,3,50.0
2018,,21.2,14,13.4,1,7,11,5,35.7
2019,,22.1,32,35.7,-4,6,23,18,56.3
2020,,20.5,2,3.0,-1,3,4,1,50.0
2021,,23.3,14,13.7,0,9,9,7,50.0
2022,,22.4,12,11.8,0,4,11,4,33.3
Player,,21.9,81,83.9,-3,38,62,38,46.9
