BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF,4,0,0,0,0,2,2,.295,1.007
Rizzo1B,4,0,0,0,0,2,0,.223,.824
Donaldson3B,3,0,0,0,1,2,0,.230,.708
StantonDH,4,0,0,0,0,3,2,.242,.822
Torres2B-SS,3,0,0,0,0,1,1,.253,.796
"Hicks, ALF",2,0,0,0,1,2,0,.227,.642
TrevinoC,2,0,0,0,0,1,0,.277,.793
a-CarpenterPH,1,0,0,0,0,0,1,.257,1.181
HigashiokaC,0,0,0,0,0,0,0,.171,.532
GonzalezSS,2,0,0,0,0,1,0,.238,.674
b-LeMahieuPH-2B,0,0,0,0,1,0,0,.260,.745
GalloRF,3,0,0,0,0,1,2,.173,.631
,28,0,0,0,3,15,8,,
