BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,1,1,1,2,0,2,.274,.879
BrantleyDH,5,0,1,0,0,1,4,.292,.795
Bregman3B,3,0,0,0,1,0,2,.232,.761
"Alvarez, YLF",4,0,0,0,0,3,2,.312,1.050
TuckerRF,2,1,0,0,2,0,0,.260,.850
DíazSS,4,0,1,0,0,1,1,.217,.565
Matijevic1B,3,1,1,1,0,1,1,.143,.714
a-GurrielPH-1B,1,0,1,1,0,0,0,.219,.642
MeyersCF,4,0,2,0,0,1,1,.286,.572
MaldonadoC,4,0,1,0,0,3,2,.150,.503
,33,3,8,3,5,10,15,,
