BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanCF-LF,4,0,1,0,0,0,0,.270,.725
"Rosario, ASS",4,1,1,0,0,1,1,.250,.591
"Ramírez, Jo3B",4,1,1,0,0,1,1,.293,1.036
"Naylor, J1B",4,1,0,1,0,0,1,.263,.805
"Gonzalez, ORF",4,2,3,0,0,0,0,.417,.993
Gimenez2B,3,0,1,0,1,1,2,.303,.862
"Miller, ODH",3,0,1,2,0,0,0,.259,.729
PalaciosLF,3,0,1,1,0,0,1,.293,.690
StrawCF,1,0,0,0,0,0,0,.217,.586
MaileC,3,0,0,0,0,2,2,.227,.649
a-MercadoPH,1,0,0,0,0,0,0,.204,.619
,34,5,9,4,1,5,8,,
