Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.6,4,696,28.6,168,.200,.467,.356,14.2,14.3,13.3,.240,.510,.395,50.0
2022,Slider,,1.4,7,470,19.3,106,.195,.448,.341,38.8,39.6,26.4,.168,.407,.322,56.5
2022,Sinker,,-1.0,-4,386,15.8,94,.177,.329,.294,15.9,17.0,16.8,.227,.479,.358,43.8
2022,Curveball,,-0.8,-3,347,14.2,64,.107,.125,.170,46.6,48.4,29.2,.106,.165,.173,25.9
2022,Changeup,,2.2,7,300,12.3,76,.259,.448,.396,30.0,21.1,16.5,.264,.413,.388,40.5
2022,Cutter,,-0.4,-1,184,7.6,37,.226,.355,.327,29.3,21.6,17.8,.197,.386,.327,45.8
2022,Splitter,,0.4,0,44,1.8,16,.267,.333,.291,21.7,25.0,22.2,.225,.346,.274,27.3
2022,N/A,,3.4,0,8,0.3,3,.333,.333,.300,0.0,0.0,--,.234,.356,.249,66.7
2021,4-Seamer,,2.5,20,791,32.5,174,.310,.683,.470,14.1,20.7,19.1,.284,.688,.457,56.6
2021,Slider,,0.1,0,457,18.8,113,.176,.422,.293,25.0,20.4,16.2,.249,.537,.357,37.5
2021,Changeup,,1.2,4,348,14.3,99,.258,.473,.352,34.6,23.2,25.0,.287,.551,.375,44.3
2021,Curveball,,-0.9,-3,343,14.1,73,.131,.180,.228,37.7,24.7,18.9,.215,.363,.321,32.6
2021,Sinker,,3.7,11,299,12.3,77,.281,.684,.484,13.8,14.3,17.5,.287,.625,.464,47.8
2021,Cutter,,3.6,6,155,6.4,40,.344,.750,.505,20.3,15.0,22.2,.353,.760,.512,53.8
2021,Splitter,,2.7,1,41,1.7,11,.300,.400,.341,27.8,27.3,20.0,.172,.278,.242,71.4
2020,4-Seamer,,1.6,6,383,34.8,90,.225,.662,.434,17.6,22.2,19.4,.281,.735,.475,52.9
2020,Slider,,0.1,0,192,17.5,43,.194,.278,.307,31.3,20.9,11.0,.205,.365,.315,29.6
2020,Curveball,,-0.5,-1,174,15.8,35,.219,.250,.250,31.3,40.0,23.0,.196,.283,.249,33.3
2020,Changeup,,-1.1,-2,169,15.4,41,.125,.125,.224,41.1,22.0,17.0,.162,.229,.274,29.2
2020,Sinker,,-1.9,-2,101,9.2,21,.158,.368,.264,18.4,19.0,21.1,.291,.557,.388,53.3
2020,Cutter,,0.2,0,56,5.1,11,.125,.125,.209,26.1,9.1,6.7,.218,.364,.334,12.5
2020,Splitter,,-4.8,-1,25,2.3,5,.200,.400,.250,20.0,60.0,33.3,.088,.166,.103,50.0
2019,4-Seamer,,2.8,25,897,34.8,207,.287,.689,.475,22.9,25.1,19.9,.279,.622,.436,57.5
2019,Slider,,3.2,13,411,15.9,108,.261,.500,.406,36.2,31.5,21.9,.223,.478,.337,40.0
2019,Curveball,,-1.1,-4,370,14.3,63,.123,.246,.221,38.6,34.9,23.7,.204,.335,.271,28.6
2019,Sinker,,0.9,3,357,13.8,78,.323,.615,.447,15.7,19.2,16.9,.311,.558,.417,42.0
2019,Changeup,,-1.6,-5,282,10.9,71,.190,.345,.279,38.8,21.1,18.5,.269,.408,.355,31.8
2019,Cutter,,-0.6,-1,160,6.2,41,.171,.343,.288,29.6,17.1,14.0,.292,.531,.398,32.1
2019,Splitter,,2.0,1,64,2.5,12,.333,.333,.400,43.5,25.0,15.8,.225,.292,.343,50.0
2019,N/A,,-10.6,-1,6,0.2,2,.000,.000,.000,0.0,0.0,0.0,.010,.025,.016,0.0
2019,Knuckleball,,5.3,0,6,0.2,1,1.000,1.000,.900,33.3,0.0,0.0,.467,.539,.446,100.0
2018,4-Seamer,,2.3,17,709,34.3,156,.295,.762,.499,22.8,23.7,19.2,.277,.692,.474,56.5
2018,Sinker,,1.4,5,383,18.5,89,.304,.551,.442,16.2,18.0,16.7,.319,.592,.460,51.9
2018,Curveball,,-0.4,-1,278,13.5,43,.154,.333,.250,48.4,48.8,26.9,.161,.260,.228,33.3
2018,Slider,,-1.7,-5,276,13.4,64,.150,.267,.210,46.6,50.0,32.7,.143,.283,.212,32.1
2018,Changeup,,1.4,3,229,11.1,71,.222,.444,.338,35.9,28.2,26.7,.234,.404,.322,27.9
2018,Cutter,,8.2,10,117,5.7,32,.400,.840,.538,14.8,12.5,10.0,.392,.778,.526,50.0
2018,Splitter,,15.1,5,35,1.7,9,.625,2.000,1.022,31.3,0.0,0.0,.526,1.572,.844,75.0
2018,N/A,,26.3,1,4,0.2,1,1.000,2.000,1.250,0.0,0.0,0.0,.033,.090,.045,0.0
