Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2011,Kannapolis Intimidators,SAL,A(Full),2B,4,4,36.0,17,8,7,2,1,,.882
2011,Kannapolis Intimidators,SAL,A(Full),SS,55,55,491.0,276,88,174,14,31,,.949
2011,Kannapolis Intimidators,SAL,A(Full),DH,1,1,0.0,0,0,0,0,0,,.000
2012,Winston-Salem Dash,CAR,A(Adv),2B,24,24,207.2,123,54,64,5,21,,.959
2012,Winston-Salem Dash,CAR,A(Adv),SS,80,78,690.0,335,105,211,19,40,,.943
2012,Winston-Salem Dash,CAR,A(Adv),DH,5,4,0.0,0,0,0,0,0,,.000
2013,2 Teams,,Minors,SS,73,73,633.0,305,92,194,19,42,,.938
2013,2 Teams,,Minors,3B,23,23,203.0,71,18,52,1,9,,.986
2013,Birmingham Barons,SOU,AA,2B,41,41,355.2,182,75,99,8,20,,.956
2013,Birmingham Barons,SOU,AA,3B,17,17,149.0,49,12,36,1,7,,.980
2013,Birmingham Barons,SOU,AA,SS,47,47,413.1,209,59,139,11,29,,.947
2013,Charlotte Knights,INT,AAA,3B,6,6,54.0,22,6,16,0,2,,1.000
2013,Charlotte Knights,INT,AAA,SS,26,26,219.2,96,33,55,8,13,,.917
2014,Charlotte Knights,INT,AAA,2B,8,8,54.0,29,14,15,0,4,,1.000
2014,Charlotte Knights,INT,AAA,3B,17,17,144.1,53,14,38,1,5,,.981
2014,Charlotte Knights,INT,AAA,SS,42,41,351.2,187,68,114,5,24,,.973
2014,Charlotte Knights,INT,AAA,LF,11,10,93.1,28,27,1,0,0,,1.000
2014,Charlotte Knights,INT,AAA,DH,7,7,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,DH,3,3,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,SS,5,5,37.0,22,7,12,3,5,,.864
2017,Stockton Ports,CAL,A(Adv),SS,3,3,20.0,12,5,6,1,3,,.917
2017,Stockton Ports,CAL,A(Adv),DH,2,2,0.0,0,0,0,0,0,,.000
2017,Nashville Sounds,PCL,AAA,SS,2,2,17.0,10,2,6,2,2,,.800
2017,Nashville Sounds,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
,Charlotte Knights,INT,AAA,2B,8,8,54.0,29,14,15,0,4,,1.000
,Charlotte Knights,INT,AAA,3B,23,23,198.1,75,20,54,1,7,,.987
,2 Teams,,AAA,SS,70,69,588.1,293,103,175,15,39,,.949
,Charlotte Knights,INT,AAA,LF,11,10,93.1,28,27,1,0,0,,1.000
,2 Teams,,AAA,DH,8,8,0.0,0,0,0,0,0,,.000
,Birmingham Barons,SOU,AA,2B,41,41,355.2,182,75,99,8,20,,.956
,Birmingham Barons,SOU,AA,3B,17,17,149.0,49,12,36,1,7,,.980
,Birmingham Barons,SOU,AA,SS,47,47,413.1,209,59,139,11,29,,.947
,2 Teams,,A+,SS,83,81,710.0,347,110,217,20,43,,.942
,2 Teams,,A+,DH,7,6,0.0,0,0,0,0,0,,.000
,Winston-Salem Dash,SAL,A+,2B,24,24,207.2,123,54,64,5,21,,.959
,Kannapolis Cannon Ballers,CAR,A,2B,4,4,36.0,17,8,7,2,1,,.882
,Kannapolis Cannon Ballers,CAR,A,SS,55,55,491.0,276,88,174,14,31,,.949
,Kannapolis Cannon Ballers,CAR,A,DH,1,1,0.0,0,0,0,0,0,,.000
,4 Teams,,Minors,2B,77,77,653.1,351,151,185,15,46,,.957
,2 Teams,,Minors,3B,40,40,347.1,124,32,90,2,14,,.984
,2 Teams,,Minors,SS,102,102,904.1,485,147,313,25,60,,.948
,1 Teams,,Minors,LF,11,10,93.1,28,27,1,0,0,,1.000
Career Minors,1 Teams,,,DH,1,1,0.0,0,0,0,0,0,,.000
