Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,22.4,27,26.0,1,5,14,16,59.3
2017,,22.7,10,9.5,1,10,6,4,40.0
2018,,22.6,15,17.3,-2,7,12,8,53.3
2019,,22.6,33,31.2,2,17,17,18,54.5
2020,,22.9,9,9.5,-1,6,6,4,44.4
2021,,23.6,45,42.7,2,17,25,23,51.1
2022,,23.0,26,23.7,2,13,18,9,34.6
Player,,22.9,165,159.9,5,75,98,82,49.7
