Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,24,2369,426,19,4.5,3.2,87.1,106.9,13.6,37.1,.240,.380,.311,.298,.354,28.9,22.0,7.0
2016,25,2586,431,29,6.7,4.7,88.0,108.4,15.4,31.8,.225,.411,.315,.303,.357,35.3,22.4,8.2
2017,26,1592,261,12,4.6,3.1,87.1,106.5,17.2,37.9,.243,.383,.314,.312,.356,30.0,22.0,9.8
2018,27,2881,510,23,4.5,3.3,86.8,107.1,15.5,34.9,.245,.380,.307,.305,.337,32.1,18.6,8.7
2019,28,2965,556,47,8.5,6.3,88.9,108.2,14.9,34.0,.272,.495,.373,.363,.378,38.1,13.7,11.6
2020,29,984,161,8,5.0,3.4,86.2,108.0,19.3,32.9,.209,.352,.299,.287,.313,28.6,21.2,10.6
2021,30,2923,509,50,9.8,6.9,89.7,109.5,20.3,35.2,.249,.459,.368,.336,.385,41.3,20.2,9.1
2022,31,2776,547,37,6.8,5.1,87.3,110.1,19.9,32.4,.243,.394,.317,.306,.333,34.9,16.6,7.3
Player,,19076,3401,225,6.6,4.7,87.9,110.1,16.9,34.4,.244,.415,.330,.317,.355,34.6,19.1,8.9
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
