BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,3,0,0,0,1,1,0,.000,.095
PeñaSS,4,1,3,1,0,0,2,.350,1.181
"Alvarez, YLF",2,0,0,0,2,1,0,.235,1.028
Bregman3B,3,0,0,0,1,0,2,.278,.850
TuckerRF,4,0,0,0,0,0,5,.211,.618
Gurriel1B,4,1,1,1,0,0,0,.368,1.052
DíazDH,4,0,0,0,0,0,0,.091,.349
McCormickCF,3,2,2,1,1,0,0,.400,1.200
MaldonadoC,3,0,1,1,0,0,1,.200,.500
,30,4,7,4,5,2,10,,
