PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Taillon,4.1,4,1,1,3,0,0,6.23
"Schmidt(L, 0-2)",1.0,2,2,2,2,0,2,11.57
Trivino,0.2,0,0,0,0,1,0,0.00
Montas,1.0,1,1,1,0,1,1,9.00
Castro,1.0,0,0,0,0,0,0,0.00
,8.0,7,4,4,5,2,3,
