BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Torres2B,4,0,0,0,0,2,1,.130,.330
JudgeRF,4,0,0,0,0,1,0,.167,.617
Rizzo1B,2,1,1,1,1,1,0,.316,1.164
StantonLF,4,0,2,0,0,0,1,.200,.811
Donaldson3B,3,0,0,0,1,3,4,.211,.586
1-PerazaPR-SS,0,0,0,0,0,0,0,.000,.000
CarpenterDH,4,0,0,0,0,4,4,.000,.000
BaderCF,4,1,1,1,0,2,0,.263,1.259
Kiner-FalefaSS-3B,4,0,1,0,0,2,0,.267,.620
TrevinoC,4,0,0,0,0,2,1,.067,.130
,33,2,5,2,2,17,11,,
