Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2015,30,1719,319,23,7.2,5.2,89.5,107.6,14.0,40.8,.287,.481,.371,.369,.403,37.9,16.2,8.2
2016,31,2466,457,40,8.8,6.4,90.6,109.2,17.0,37.4,.275,.484,.353,.354,.394,41.4,17.2,7.7
2017,32,2030,409,35,8.6,6.4,89.4,107.8,18.5,37.7,.298,.548,.400,.399,.399,38.6,10.3,10.9
2018,33,1733,313,24,7.7,5.6,89.1,106.5,18.3,44.7,.292,.486,.396,.381,.391,36.7,12.7,11.0
2019,34,2151,396,31,7.8,5.6,90.3,107.7,17.8,38.6,.286,.516,.370,.377,.410,43.0,16.0,9.3
2020,35,681,125,14,11.2,8.0,90.3,107.8,17.5,40.8,.298,.551,.376,.403,.429,44.0,14.9,10.3
2021,36,2465,441,35,7.9,5.7,90.9,109.8,19.2,36.5,.270,.470,.358,.359,.383,42.4,16.0,10.0
2022,37,2144,387,31,8.0,5.8,89.5,108.9,18.4,40.6,.267,.427,.343,.339,.367,40.6,16.7,9.4
Player,,15389,2847,233,8.2,6.0,90.0,109.8,17.7,39.2,.282,.490,.369,.369,.394,40.5,15.1,9.5
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
