BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,2,0,0,1,1,.268,.873
GalloRF,1,0,1,0,0,0,0,.164,.624
TurnerSS,5,1,2,0,0,1,2,.306,.850
"Freeman, F1B",2,2,1,0,1,1,1,.324,.932
a-AndersonPH,1,0,0,0,0,1,1,.000,.000
BickfordP,0,0,0,0,0,0,0,.000,.000
"Smith, W.D.C",4,2,3,1,0,0,2,.269,.823
"Taylor, Ch2B",4,1,1,2,0,2,6,.238,.728
Alberto3B,4,0,1,2,0,0,3,.259,.664
"Vargas, MDH-1B",4,0,0,0,0,1,2,.250,.625
"Thompson, TLF",3,1,0,0,1,1,1,.241,.770
BellingerCF,4,0,1,2,0,1,0,.204,.642
,36,8,12,7,2,9,19,,
