BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,0,0,0,1,1,.253,.770
"Soto, JRF",3,0,1,0,0,0,0,.249,.900
MazaraRF,1,0,0,0,0,1,1,.271,.684
"Machado, MDH",3,0,1,0,0,2,1,.293,.881
a-BattenPH-P,1,0,0,0,0,1,1,.111,.405
Bell1B,3,1,1,0,1,1,1,.303,.880
Cronenworth2B,4,0,0,0,0,0,3,.241,.740
Drury3B,2,0,0,1,1,2,0,.271,.855
GrishamCF,3,0,0,0,1,1,1,.195,.655
AlfaroC,3,0,0,0,0,2,2,.268,.722
KimSS,3,0,1,0,0,2,1,.248,.699
,30,1,4,1,3,13,12,,
