PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Gonsolin(W, 13-1)",5.0,3,0,0,1,6,0,2.30
Price,1.2,0,0,0,1,3,0,2.70
Moronta,1.1,1,0,0,0,4,0,4.34
Bickford,1.0,0,1,1,1,0,0,5.02
,9.0,4,1,1,3,13,0,
