Season,Age,Pitches,"Batted
Balls",Barrels,Barrel %,Barrel/PA,"Exit
Velocity",Max EV,"Launch
Angle","Sweet
Spot %",XBA,XSLG,WOBA,XWOBA,XWOBACON,HardHit%,K%,BB%
2017,23,499,98,7,7.1,5.1,88.0,107.2,8.1,33.7,.284,.457,.384,.356,.392,32.7,17.5,10.9
2018,24,1256,237,15,6.3,4.5,90.9,114.1,13.6,33.3,.275,.452,.366,.366,.372,42.2,13.8,14.7
2019,25,1524,278,12,4.3,3.1,89.2,110.8,7.2,32.0,.274,.435,.351,.346,.366,41.1,15.6,9.9
2020,26,783,104,14,13.5,7.7,92.1,113.0,10.5,37.5,.265,.524,.396,.397,.476,49.0,25.1,15.3
2021,27,1895,348,39,11.2,8.0,90.6,113.4,10.8,38.2,.295,.524,.403,.390,.420,47.1,15.5,10.9
2022,28,2229,356,27,7.6,4.9,87.7,110.0,16.8,32.0,.249,.403,.313,.345,.361,34.3,18.8,15.4
Player,,8186,1421,114,8.0,5.5,89.6,114.1,11.9,34.3,.273,.460,.362,.365,.389,41.0,17.1,12.9
MLB,,,,,6.7,4.6,88.4,122.4,12.1,33.0,.245,.405,.316,.315,.368,35.8,22.1,8.4
