,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2017,CIN,NL,47,137,121,21,36,7,0,7,15,15,24,1,1,0,.298,.375,.529,.904
,2018,CIN,NL,89,334,281,38,84,16,0,7,43,49,46,0,0,2,.299,.405,.431,.836
,2019,CIN,NL,113,384,338,51,91,17,2,16,38,38,60,0,2,8,.269,.357,.473,.830
,2020,CIN,NL,54,183,149,27,38,7,0,12,23,28,46,1,0,5,.255,.388,.544,.932
*,2021,CIN,NL,110,485,423,77,129,32,1,24,71,53,75,1,0,9,.305,.394,.556,.950
,2022,SEA,AL,136,547,456,51,100,15,0,14,53,84,103,0,0,4,.219,.344,.344,.688
,6 Seasons,2 Teams,,549,2070,1768,265,478,94,3,80,243,267,354,3,3,28,.270,.374,.463,.837
