Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Seattle Mariners,MLB,First Inning,96,74,6,13,3,0,1,5,20,17,0,0,1,.176,.354,.257,.611
Seattle Mariners,MLB,Second Inning,40,34,3,9,0,0,0,2,4,9,0,0,2,.265,.375,.265,.640
Seattle Mariners,MLB,Third Inning,64,50,6,11,1,0,1,6,14,13,0,0,0,.220,.391,.300,.691
Seattle Mariners,MLB,Fourth Inning,65,61,9,16,2,0,1,2,4,16,0,0,0,.262,.308,.344,.652
Seattle Mariners,MLB,Fifth Inning,57,50,9,14,3,0,4,8,6,9,0,0,1,.280,.368,.580,.948
Seattle Mariners,MLB,Sixth Inning,62,49,5,7,1,0,2,7,12,10,0,0,0,.143,.306,.286,.592
Seattle Mariners,MLB,Seventh Inning,58,48,4,12,1,0,3,6,10,11,0,0,0,.250,.379,.458,.837
Seattle Mariners,MLB,Eighth Inning,56,48,5,10,4,0,1,8,8,10,0,0,0,.208,.321,.354,.675
Seattle Mariners,MLB,Ninth Inning,41,35,4,7,0,0,1,7,6,6,0,0,0,.200,.317,.286,.603
Seattle Mariners,MLB,Extra Innings,8,7,0,1,0,0,0,2,0,2,0,0,0,.143,.125,.143,.268
