BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,2,2,0,1,1,0,.094,.296
PeñaSS,4,2,2,3,0,1,1,.303,.991
"Alvarez, YLF",4,1,2,1,1,0,1,.241,.888
Bregman3B,4,0,1,1,0,0,3,.333,.975
TuckerRF,3,0,1,0,1,0,2,.214,.634
Gurriel1B,4,0,1,1,0,0,3,.367,.934
ManciniDH,4,0,0,0,0,1,3,.000,.133
McCormickCF,4,0,0,0,0,1,3,.250,.898
MaldonadoC,3,1,0,0,1,2,0,.214,.639
,34,6,9,6,4,6,16,,
