BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeDH,4,2,1,2,1,0,5,.313,1.121
"Cabrera, O2B",4,2,1,0,1,0,4,.242,.717
Donaldson3B,4,2,1,1,0,3,2,.226,.694
PerazaSS,5,1,2,1,0,1,2,.313,.811
BaderCF,5,0,1,1,0,1,2,.253,.658
Gonzalez1B,4,0,0,1,0,1,2,.181,.567
HigashiokaC,5,0,0,0,0,2,2,.209,.600
LocastroRF,4,0,2,0,0,0,0,.186,.588
"Hicks, ALF",3,1,3,0,1,0,0,.224,.658
,38,8,11,6,3,8,19,,
