PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 13-7)",6.1,3,3,3,1,4,1,3.51
"Britton(H, 2)",0.1,0,0,0,2,0,0,13.50
"Effross(H, 16)",0.1,0,0,0,0,0,0,2.63
"Schmidt(H, 4)",1.0,1,0,0,1,1,0,3.29
Chapman,1.0,0,0,0,0,2,0,4.24
,9.0,4,3,3,4,7,1,
