BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
GrishamCF,3,1,1,1,1,0,0,.150,.477
"Nola, AuC",4,0,1,0,0,1,1,.250,.660
"Machado, M3B",4,0,0,0,0,2,2,.350,.934
Cronenworth2B,4,0,0,0,0,0,1,.229,.663
VoitDH,4,0,0,0,0,3,0,.176,.555
Hosmer1B,3,0,1,0,0,2,0,.394,.974
ProfarLF,3,1,1,1,0,1,1,.269,1.048
BeatyRF,2,0,0,0,0,1,0,.091,.182
a-KimPH-SS,1,0,0,0,0,0,0,.214,.710
AbramsSS-RF,3,0,0,0,0,1,0,.083,.393
,31,2,4,2,1,11,5,,
