BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,1,1,1,0,3,.429,1.413
"Soto, JRF",4,0,2,0,1,1,1,.250,.583
"Machado, M3B",4,0,0,1,1,3,4,.125,.722
BellDH,4,0,1,0,1,1,5,.250,.958
Cronenworth2B,4,0,0,0,0,2,2,.000,.000
Drury1B,4,0,0,0,0,1,2,.000,.000
KimSS,4,0,0,0,0,2,1,.286,.804
GrishamCF,2,3,1,1,1,0,0,.333,1.833
"Nola, AuC",2,0,1,0,1,1,0,.333,.929
,32,3,6,3,6,11,18,,
