BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF,3,0,2,0,0,0,0,.667,1.417
BichetteSS,4,0,1,0,0,0,3,.250,.500
Guerrero1B,4,0,0,0,0,1,3,.000,.000
KirkC,4,0,1,0,0,1,0,.250,.500
"Hernández, TRF",4,0,0,0,0,1,1,.000,.000
"Chapman, M3B",4,0,2,0,0,1,0,.500,1.250
"Tapia, RLF",4,0,0,0,0,1,2,.000,.000
"Jansen, DDH",3,0,0,0,0,2,0,.000,.000
Merrifield2B,3,0,1,0,0,0,0,.333,.666
,33,0,7,0,0,7,9,,
