BATTERS - SEA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Crawford, JSS",5,1,1,0,0,1,2,.264,.722
France1B,4,1,1,1,1,0,1,.307,.852
WinkerLF,4,0,1,0,0,0,2,.230,.689
SantanaDH,2,0,0,0,2,0,0,.216,.715
"Suárez, E3B",3,0,1,1,1,2,2,.240,.780
LewisRF,3,0,0,0,1,0,5,.222,.856
RaleighC,4,0,0,0,0,2,5,.202,.741
Frazier2B,4,0,1,0,0,0,2,.237,.607
"Moore, DCF",4,0,2,0,0,0,1,.197,.723
,33,2,7,2,5,5,20,,
