PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cole(W, 9-2)",7.0,4,2,2,0,12,1,3.02
Luetge,1.0,0,0,0,0,2,0,3.09
Loáisiga,1.0,2,0,0,0,2,0,7.85
,9.0,6,2,2,0,16,1,
