BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
WardRF,5,2,3,0,0,0,0,.324,1.034
TroutCF,4,2,2,4,1,2,2,.294,1.043
OhtaniP-DH,4,0,2,0,0,0,1,.263,.823
Walsh1B,4,0,1,0,0,0,2,.257,.762
MarshLF,4,0,0,0,0,3,2,.247,.675
Duffy3B,4,0,0,0,0,1,0,.288,.656
StassiC,4,0,0,0,0,2,0,.230,.698
WadeSS-2B,4,0,2,0,0,1,0,.220,.550
Rengifo2B,4,0,0,0,0,0,2,.210,.582
"Velazquez, ASS",0,0,0,0,0,0,0,.170,.486
,37,4,10,4,1,9,9,,
