Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Washington Nationals,MLB,First Inning,104,95,16,19,3,1,0,0,9,29,1,0,0,.200,.269,.253,.522
Washington Nationals,MLB,Second Inning,57,52,3,15,4,0,0,6,5,10,2,2,0,.288,.351,.365,.716
Washington Nationals,MLB,Third Inning,78,67,4,17,3,1,0,5,7,9,1,2,2,.254,.338,.328,.666
Washington Nationals,MLB,Fourth Inning,53,47,6,14,3,0,0,5,5,4,2,0,0,.298,.365,.362,.727
Washington Nationals,MLB,Fifth Inning,68,63,8,22,2,0,1,6,5,9,2,0,0,.349,.397,.429,.826
Washington Nationals,MLB,Sixth Inning,69,67,5,18,3,0,0,6,1,8,0,0,1,.269,.290,.313,.603
Washington Nationals,MLB,Seventh Inning,59,53,9,15,4,2,0,2,4,11,1,0,1,.283,.339,.434,.773
Washington Nationals,MLB,Eighth Inning,69,60,6,10,4,0,0,2,7,14,1,0,2,.167,.275,.233,.508
Washington Nationals,MLB,Ninth Inning,54,51,6,9,2,0,0,2,1,19,0,0,1,.176,.208,.216,.424
Washington Nationals,MLB,Extra Innings,6,5,1,0,0,0,0,0,1,1,0,0,0,.000,.167,.000,.167
