BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,3,1,1,0,0,1,0,.571,1.381
SwansonSS,3,1,0,0,1,1,1,.125,.347
Olson1B,3,1,1,1,1,2,1,.500,1.667
Riley3B,4,0,1,1,0,0,2,.125,.347
d'ArnaudC,3,0,1,1,0,1,0,.375,1.250
"Harris II, MCF",3,0,0,0,0,0,2,.000,.000
Arcia2B,3,0,0,0,0,0,0,.000,.286
OzunaDH,3,0,0,0,0,1,0,.000,.000
"Rosario, ELF",3,0,0,0,0,0,0,.000,.000
,28,3,4,3,2,6,6,,
