PITCHERS - PHI,IP,H,R,ER,BB,SO,HR,ERA
"Wheeler(L, 0-1)",6.0,4,3,3,1,5,0,2.19
Bellatti,1.0,0,0,0,0,0,0,0.00
Syndergaard,1.0,0,0,0,1,1,0,0.00
,8.0,4,3,3,2,6,0,
