BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
EdmanSS,3,1,1,0,2,2,1,.281,.781
Gorman2B,4,0,1,0,1,2,1,.318,.991
Goldschmidt1B,5,2,1,0,0,1,6,.342,1.037
ArenadoDH,3,2,1,0,2,0,0,.280,.853
DonovanLF,5,1,3,4,0,0,0,.315,.878
BaderCF,5,1,1,1,0,2,3,.267,.690
MolinaC,5,0,1,0,0,3,0,.226,.552
NootbaarRF,4,0,0,0,1,1,1,.133,.448
"Sosa, E3B",5,0,2,0,0,2,1,.225,.558
,39,7,11,5,6,13,13,,
