PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Anderson,4.2,4,2,2,3,4,1,2.84
Bickford,0.1,0,0,0,0,1,0,0.00
Vesia,1.0,0,0,0,0,0,0,0.00
"White, M",1.0,0,0,0,0,2,0,4.50
Graterol,1.0,0,0,0,1,1,0,0.00
"Hudson, D",1.0,1,0,0,0,1,0,0.00
"Bruihl(L, 0-1)",0.2,0,1,0,0,0,0,1.59
,9.2,5,3,2,4,9,1,
