BATTERS - HOU,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Altuve2B,4,2,2,0,1,0,2,.185,.482
PeñaSS,4,1,3,2,0,1,1,.333,1.005
"Alvarez, YLF",4,0,0,1,0,2,3,.188,.691
Bregman3B,2,0,1,0,1,1,0,.292,.953
TuckerRF,4,0,0,0,0,2,5,.217,.737
Gurriel1B,3,0,1,0,0,1,1,.347,.850
a-ManciniPH-1B,1,0,0,0,0,1,2,.000,.095
HensleyDH,4,0,1,0,0,2,1,.250,.583
McCormickCF,4,0,0,0,0,1,2,.250,.774
MaldonadoC,4,0,1,0,0,1,1,.222,.559
,34,3,9,3,2,12,18,,
