Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2016,,22.0,5,5.1,0,0,5,2,40.0
2018,,21.9,20,17.3,3,7,13,8,40.0
2019,,23.2,20,19.4,1,3,17,7,35.0
2020,,24.7,7,7.2,0,2,3,5,71.4
2021,,25.0,4,4.4,0,4,3,2,50.0
2022,,26.1,16,15.3,1,9,10,8,50.0
Player,,23.6,72,68.7,3,25,51,32,44.4
