Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2016,23,26.3,4.48,1,38,35,410,40.3
2017,24,26.6,,,58,50,394,41.4
2018,25,27.6,4.32,,37,35,250,62.8
2019,26,26.7,4.4,,57,55,368,46.3
2020,27,27.0,4.36,,34,31,225,55.2
2021,28,26.3,4.51,,55,54,445,34.2
2022,29,26.6,4.48,,66,34,424,32.1
