Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,First Inning,118,110,12,22,7,1,3,3,7,28,1,0,1,.200,.254,.364,.618
San Diego Padres,MLB,Second Inning,51,44,7,13,2,0,3,9,7,4,0,0,0,.295,.392,.545,.937
San Diego Padres,MLB,Third Inning,86,75,9,17,4,0,3,7,8,16,0,0,1,.227,.310,.400,.710
San Diego Padres,MLB,Fourth Inning,59,52,9,14,2,0,1,7,7,12,0,0,0,.269,.356,.365,.721
San Diego Padres,MLB,Fifth Inning,80,67,11,18,8,0,1,12,12,8,0,0,0,.269,.375,.433,.808
San Diego Padres,MLB,Sixth Inning,68,60,8,17,1,0,2,5,7,11,0,1,0,.283,.358,.400,.758
San Diego Padres,MLB,Seventh Inning,76,66,11,20,8,1,0,6,9,7,1,0,1,.303,.395,.455,.850
San Diego Padres,MLB,Eighth Inning,63,54,8,9,3,0,1,3,8,12,2,0,0,.167,.270,.278,.548
San Diego Padres,MLB,Ninth Inning,49,40,4,7,1,0,1,4,7,3,0,0,1,.175,.306,.275,.581
San Diego Padres,MLB,Extra Innings,8,7,3,3,0,0,0,2,1,2,1,0,0,.429,.500,.429,.929
