BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,2,2,0,0,3,1,0,.261,.772
LindorSS,5,1,1,2,0,1,4,.267,.791
McNeilLF,5,2,2,0,0,0,4,.322,.824
Alonso1B,3,1,2,1,1,1,0,.270,.856
VogelbachDH,2,0,2,3,0,0,0,.231,.772
a-VientosPH-DH,3,0,1,1,0,2,3,.077,.154
Guillorme2B,3,0,1,0,1,0,3,.286,.715
Escobar3B,4,0,0,0,0,2,4,.236,.709
NaquinRF,4,0,1,0,0,2,3,.243,.758
McCannC,3,1,0,0,1,1,3,.201,.549
,34,7,10,7,6,10,24,,
