BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
MarshLF,3,2,0,0,2,3,0,.251,.685
TroutCF,4,3,3,3,0,1,1,.294,1.036
WadeCF,1,1,1,0,0,0,0,.218,.554
OhtaniDH,4,3,3,3,1,1,0,.255,.809
Rendon3B,5,0,1,1,0,1,3,.236,.725
Walsh1B,5,1,4,3,0,1,1,.260,.783
StassiC,4,0,1,0,1,2,2,.246,.739
LagaresRF,4,0,0,0,0,1,3,.244,.572
Rengifo2B,4,0,1,0,0,1,1,.233,.645
"Velazquez, ASS",4,1,1,1,0,1,2,.177,.506
,38,11,15,11,4,12,13,,
