BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BaderCF,5,3,3,1,0,0,1,.333,1.262
JudgeRF,4,0,0,0,1,1,2,.139,.490
Rizzo1B,3,1,2,2,0,0,0,.276,.984
StantonDH,4,0,1,1,0,1,3,.188,.667
Torres2B,4,0,2,1,0,2,0,.176,.419
Donaldson3B,4,0,0,0,0,3,3,.172,.540
"Cabrera, OLF",4,0,0,0,0,1,3,.071,.317
Kiner-FalefaSS,3,1,1,0,0,1,1,.278,.683
a-CarpenterPH,1,0,0,0,0,0,0,.083,.166
PerazaSS,0,0,0,0,0,0,0,.000,.000
TrevinoC,4,0,0,0,0,0,1,.045,.088
,36,5,9,5,1,9,14,,
