PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
McCullers Jr.,5.0,8,4,3,1,6,0,2.45
"Neris(W, 2-0)",1.0,1,1,1,0,1,1,2.25
"Abreu, B(H, 3)",1.0,0,0,0,0,1,0,0.00
"Montero(H, 3)",1.0,0,0,0,0,1,0,1.69
"Pressly(S, 4)",1.0,0,0,0,0,0,0,0.00
,9.0,9,5,4,1,9,1,
