PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
Gonsolin,5.2,5,1,1,2,5,0,1.58
Almonte,0.1,0,0,0,1,0,0,0.96
Vesia,0.1,2,1,1,1,0,0,3.52
Bickford,0.2,0,0,0,0,1,0,5.32
Moronta,2.0,0,0,0,0,3,0,1.64
"Kimbrel(W, 1-3)(BS, 2)",1.0,1,1,0,1,2,0,4.13
"Graterol(S, 1)",1.0,0,0,0,0,1,0,4.01
,11.0,8,3,2,5,12,0,
