BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,0,0,0,0,3,0,.333,.812
SwansonSS,4,0,0,0,0,2,0,.125,.364
Olson1B,4,1,1,1,0,2,0,.333,1.362
d'ArnaudC,4,1,1,1,0,2,0,.375,1.313
Riley3B,3,0,0,0,0,1,0,.067,.192
"Harris II, MCF",3,0,0,0,0,1,0,.071,.142
"Contreras, WmDH",3,0,0,0,0,2,0,.125,.472
Arcia2B,3,1,2,1,0,1,0,.300,1.017
"Rosario, ELF",3,0,0,0,0,1,1,.000,.000
,31,3,4,3,0,15,1,,
