BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Arraez1B,4,1,0,0,1,0,1,.319,.814
CorreaSS,5,0,4,1,0,0,0,.274,.789
Polanco2B,3,0,0,0,0,1,2,.235,.751
CaveLF,2,0,2,1,0,0,0,.190,.560
MirandaDH,5,0,0,0,0,2,5,.272,.762
"1-Hamilton, CPR",0,1,0,0,0,0,0,.000,.000
GordonLF-2B,4,0,0,0,0,3,2,.267,.724
Urshela3B,4,0,1,0,1,1,2,.266,.732
KeplerRF,2,1,2,0,3,0,0,.229,.682
CelestinoCF,3,0,0,1,2,1,4,.255,.649
LeonC,2,0,0,0,0,1,2,.146,.513
a-SanchezPH-C,1,0,0,0,1,1,1,.215,.676
,35,3,9,3,8,10,19,,
