BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
HarperDH,4,0,1,0,0,2,1,.286,.878
Bohm3B,4,0,1,0,0,0,1,.280,.714
"Hall, D1B",4,0,0,0,0,3,3,.254,.816
MarshCF,3,0,0,0,1,3,3,.244,.676
StottSS,4,0,0,0,0,2,4,.235,.654
"Maton, N2B",3,0,0,0,0,3,1,.246,.863
VierlingLF,3,0,0,0,0,1,1,.246,.649
GuthrieRF,3,0,0,0,0,1,0,.350,.980
StubbsC,2,0,1,0,1,1,0,.272,.835
,30,0,3,0,2,16,14,,
