BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,4,0,0,0,1,0,4,.247,.759
"Machado, M3B",4,0,1,0,1,2,3,.324,.935
Cronenworth2B,5,0,0,0,0,2,3,.241,.721
Voit1B,4,1,2,1,0,1,1,.232,.751
AlfaroDH,3,0,0,0,1,2,2,.275,.783
"Nola, AuC",4,1,2,0,0,0,2,.237,.611
KimSS,4,0,2,0,0,0,1,.228,.658
GrishamCF,3,0,0,1,0,3,2,.190,.614
AzocarRF,2,0,2,0,0,0,0,.255,.658
a-MazaraPH-RF,1,0,1,0,0,0,0,.297,.790
b-BattenPH,1,0,0,0,0,0,0,.000,.000
,35,2,10,2,3,10,18,,
