PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
Cortes,6.1,1,2,2,2,8,1,1.15
Holmes,0.2,0,0,0,0,0,0,1.17
"Green(BS, 2)",1.0,3,2,2,0,0,1,4.91
"Castro(W, 1-0)",1.0,0,0,0,0,1,0,2.57
,9.0,4,4,4,2,9,2,
