BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu2B,4,0,1,0,0,0,1,.298,.793
JudgeRF,4,0,0,0,0,0,1,.259,.844
Rizzo1B,4,0,1,0,0,0,1,.235,.891
StantonDH,4,0,0,0,0,1,2,.203,.535
Donaldson3B,2,1,1,1,2,0,0,.196,.690
1-LocastroPR,0,1,0,0,0,0,0,.000,.000
"Hicks, ACF",3,1,1,0,1,2,1,.275,.738
GalloLF,3,1,1,0,1,1,1,.136,.391
Kiner-FalefaSS,4,1,2,2,0,1,2,.298,.723
HigashiokaC,2,0,1,1,0,1,2,.121,.295
a-TorresPH,1,0,1,1,0,0,0,.195,.561
,31,5,9,5,4,6,11,,
