Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Vaughn, Andrew - RHB",2021,0.00,0.56,0.88,1.16,1.40,1.63,1.85,2.06,2.26,2.45,2.65,2.84,3.03,3.21,3.40,3.58,3.77,3.96,4.16
"Vaughn, Andrew - RHB",2022,0.00,0.57,0.90,1.18,1.43,1.66,1.88,2.09,2.30,2.50,2.69,2.88,3.07,3.26,3.45,3.63,3.82,4.01,4.20

