Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Chicago White Sox,MLB,First Inning,89,83,11,21,3,1,2,6,6,15,0,0,0,.253,.303,.386,.689
Chicago White Sox,MLB,Second Inning,41,38,4,7,1,0,1,3,1,8,0,0,2,.184,.244,.289,.533
Chicago White Sox,MLB,Third Inning,69,64,7,19,5,0,2,12,3,10,0,0,0,.297,.319,.469,.788
Chicago White Sox,MLB,Fourth Inning,56,54,7,12,4,0,1,4,2,8,0,0,0,.222,.250,.352,.602
Chicago White Sox,MLB,Fifth Inning,70,67,8,19,4,0,3,12,2,15,0,0,1,.284,.314,.478,.792
Chicago White Sox,MLB,Sixth Inning,57,53,4,18,4,0,0,9,2,10,0,0,1,.340,.368,.415,.783
Chicago White Sox,MLB,Seventh Inning,69,60,9,16,0,0,4,17,7,15,0,0,2,.267,.362,.467,.829
Chicago White Sox,MLB,Eighth Inning,58,52,6,14,5,0,2,6,5,12,0,0,1,.269,.345,.481,.826
Chicago White Sox,MLB,Ninth Inning,42,37,4,12,2,0,2,5,3,3,0,0,2,.324,.405,.541,.946
Chicago White Sox,MLB,Extra Innings,4,2,0,0,0,0,0,2,0,0,0,0,0,.000,.000,.000,.000
