Season,Age,Sprint Speed (ft/s),HP to 1st,Bolts,Pos Rank,Age Rank,Lg Rank,% Rank
2021,23,26.4,4.66,,54,21,424,37.3
2022,24,26.2,4.71,,69,46,471,24.6
