Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,2 Teams,,Minors,P,10,7,19.0,6,4,2,0,0,,1.000
2014,GCL Yankees2,GCL,ROK,P,3,3,5.2,4,2,2,0,0,,1.000
2014,Staten Island Yankees,NYP,A(Short),P,7,4,13.1,2,2,0,0,0,,1.000
2015,2 Teams,,Minors,P,25,24,134.1,13,3,9,1,0,,.923
2015,Charleston RiverDogs,SAL,A(Full),P,9,9,43.2,6,1,5,0,0,,1.000
2015,Tampa Yankees,FSL,A(Adv),P,16,15,90.2,7,2,4,1,0,,.857
2016,2 Teams,,Minors,P,25,25,139.1,20,2,18,0,0,,1.000
2016,Trenton Thunder,EAS,AA,P,19,19,102.1,15,1,14,0,0,,1.000
2016,Scranton/Wilkes-Barre RailRiders,INT,AAA,P,6,6,37.0,5,1,4,0,0,,1.000
2017,2 Teams,,Minors,P,2,2,8.0,2,0,2,0,0,,1.000
2017,Tampa Yankees,FSL,A(Adv),P,1,1,5.0,0,0,0,0,0,,.000
2017,Scranton/Wilkes-Barre RailRiders,INT,AAA,P,1,1,3.0,2,0,2,0,0,,1.000
2019,2 Teams,,Minors,P,2,2,3.2,0,0,0,0,0,,.000
2019,Tampa Tarpons,FSL,A(Adv),P,1,1,2.0,0,0,0,0,0,,.000
2019,Scranton/Wilkes-Barre RailRiders,INT,AAA,P,1,1,1.2,0,0,0,0,0,,.000
,GCL Yankees West,GCL,ROK,P,3,3,5.2,4,2,2,0,0,,1.000
,Scranton/Wilkes-Barre RailRiders,INT,AAA,P,8,8,41.2,7,1,6,0,0,,1.000
,Trenton Thunder,,AA,P,19,19,102.1,15,1,14,0,0,,1.000
,Tampa Tarpons,FSL,A+,P,18,17,97.2,7,2,4,1,0,,.857
,Charleston RiverDogs,CAR,A,P,9,9,43.2,6,1,5,0,0,,1.000
,Staten Island Ferry Hawks,ALPB,A(Short),P,7,4,13.1,2,2,0,0,0,,1.000
Career Minors,6 Teams,,,P,64,60,304.1,41,9,31,1,0,,.976
