PITCHERS - LAA,IP,H,R,ER,BB,SO,HR,ERA
"Ohtani(W, 3-2)",7.0,6,0,0,0,11,0,3.08
Mayers,2.0,0,0,0,0,2,0,5.23
,9.0,6,0,0,0,13,0,
