Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,TEX,AL,396,127,162,5,1,.306,24,14,63,1499,3.785,.157,.010,.452,.096,3,0
2019,TEX,AL,222,65,119,1,1,.307,14,9,28,848,3.820,.221,.005,.286,.084,0,2
2020,TEX,AL,228,78,65,0,1,.316,10,6,34,799,3.504,.140,.013,.438,.090,4,0
2021,TEX,AL,677,227,188,1,2,.304,36,11,72,2396,3.539,.133,.012,.311,.087,9,0
2022,NYY,AL,531,158,187,3,5,.296,24,13,87,1940,3.653,.136,.008,.486,.066,5,0
5 Seasons,2 Teams,,2054,655,721,10,10,.304,108,53,284,7482,3.643,.148,.010,.390,.083,21,2
