Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Kiner-Falefa, Isiah - RHB",2018,0.00,0.54,0.83,1.09,1.33,1.56,1.77,1.97,2.17,2.36,2.54,2.72,2.90,3.08,3.26,3.43,3.60,3.78,3.96
"Kiner-Falefa, Isiah - RHB",2019,0.00,0.54,0.83,1.09,1.33,1.56,1.77,1.97,2.16,2.35,2.54,2.72,2.90,3.07,3.25,3.42,3.60,3.77,3.95
"Kiner-Falefa, Isiah - RHB",2020,0.00,0.56,0.88,1.14,1.38,1.60,1.81,2.01,2.20,2.39,2.57,2.75,2.93,3.11,3.29,3.46,3.63,3.81,3.99
"Kiner-Falefa, Isiah - RHB",2021,0.00,0.55,0.87,1.13,1.36,1.59,1.80,2.00,2.19,2.38,2.57,2.75,2.92,3.10,3.27,3.45,3.62,3.80,3.99
"Kiner-Falefa, Isiah - RHB",2022,0.00,0.55,0.87,1.13,1.37,1.59,1.80,2.00,2.19,2.38,2.57,2.74,2.92,3.10,3.27,3.44,3.61,3.79,3.97

