BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,1,1,0,0,3,0,0,.200,.832
Hoskins1B,3,1,1,2,1,0,3,.182,.779
RealmutoC,4,1,2,0,0,2,1,.244,.716
HarperDH,4,1,2,2,0,1,1,.419,1.351
"Castellanos, NRF",3,0,0,0,0,1,1,.220,.566
Bohm3B,3,0,0,0,0,0,1,.189,.532
"Sosa, E3B",0,0,0,0,0,0,0,.500,1.250
StottSS,4,0,1,0,0,1,2,.200,.606
Segura2B,3,0,0,0,0,1,2,.257,.630
MarshCF,3,0,0,0,0,2,1,.154,.560
,28,4,6,4,4,8,12,,
