BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Hernández, KCF",3,1,1,0,1,0,0,.174,.639
Story2B,3,0,1,1,1,2,0,.259,.643
Devers3B,4,0,0,0,0,0,3,.319,.844
BogaertsSS,4,0,0,0,0,0,2,.300,.783
MartinezDH,2,0,0,0,1,1,0,.231,.736
VerdugoLF,3,0,1,0,0,1,1,.333,1.034
Dalbec1B,3,1,0,0,0,1,3,.152,.495
ArroyoRF,2,0,0,0,0,1,3,.158,.308
a-Bradley Jr.PH-RF,1,0,0,0,0,0,1,.222,.693
WongC,2,0,0,1,0,0,2,.000,.000
,27,2,3,2,3,6,15,,
