BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
GarlickRF,4,3,3,1,0,0,0,.275,.889
CorreaSS,3,2,2,2,1,0,1,.267,.779
CaveLF,1,0,0,0,0,0,0,.150,.490
Miranda1B-3B,3,0,1,1,0,1,1,.276,.774
Urshela3B,4,0,0,0,0,2,4,.266,.733
"Hamilton, C1B",0,0,0,0,0,0,0,.000,.000
Polanco2B,2,1,0,0,1,2,0,.237,.757
CelestinoCF,3,1,1,3,1,2,1,.259,.652
SanchezDH,4,1,1,2,0,1,2,.216,.676
GordonLF-SS,4,0,0,0,0,0,1,.271,.734
LeonC,4,1,1,0,0,0,0,.152,.533
,32,9,9,9,3,8,10,,
